resume_id,job_id,resume_skill_count,job_skill_count,common_skills,missing_skills,extra_skills,skill_overlap_ratio,skill_jaccard,resume_degree_level,required_degree_level,education_gap,education_match,resume_years,required_years,experience_gap,experience_match,experience_ratio,resume_language_count,required_language_count,common_languages,language_overlap,resume_certification_count,required_certification_count,common_certifications,certification_overlap,tfidf_similarity,semantic_similarity
Abdelrahman_Mohamed,job_0014,3,6,3,3,0,0.5,0.5,2,4,-2,0,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2763,0.5769
Abdelrahman_Mohamed,job_0015,3,2,1,1,2,0.5,0.25,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.267,0.3711
Abdelrahman_Mohamed,job_0016,3,4,1,3,2,0.25,0.1667,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.2409
Abdelrahman_Mohamed,job_0017,3,2,0,2,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1753,0.3224
Abdelrahman_Mohamed,job_0018,3,4,0,4,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1926,0.2406
Abdelrahman_Mohamed,job_0019,3,2,0,2,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1533,0.3705
Abdelrahman_Mohamed,job_0020,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1305,0.0839
Abdelrahman_Mohamed,job_0021,3,2,0,2,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1533,0.3355
Abdelrahman_Mohamed,job_0022,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1103,0.079
Abdelrahman_Mohamed,job_0023,3,3,1,2,2,0.3333,0.2,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.203,0.434
Abdelrahman_Mohamed,job_0024,3,5,1,4,2,0.2,0.1429,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1753,0.2018
Abdelrahman_Mohamed,job_0025,3,3,1,2,2,0.3333,0.2,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1837,0.3958
Abdelrahman_Mohamed,job_0026,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1191,0.1945
Abdelrahman_Mohamed,job_0027,3,4,0,4,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.145,0.3064
Abdelrahman_Mohamed,job_0028,3,3,0,3,3,0.0,0.0,2,0,2,1,10,3,7,1,3.3333,2,0,0,1.0,3,0,0,1.0,0.1103,0.1173
Abdelrahman_Mohamed,job_0029,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1103,0.3203
Abdelrahman_Mohamed,job_0030,3,5,0,5,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.0973,0.1929
Abdelrahman_Mohamed,job_0031,3,5,0,5,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.088,0.141
Abdelrahman_Mohamed,job_0032,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1683,0.2725
Abdelrahman_Mohamed,job_0033,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1683,0.2725
Abdelrahman_Mohamed,job_0034,3,5,1,4,2,0.2,0.1429,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1837,0.346
Abdelrahman_Mohamed,job_0035,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1103,0.0818
Abdelrahman_Mohamed,job_0036,3,5,3,2,0,0.6,0.6,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1918,0.5662
Abdelrahman_Mohamed,job_0037,3,6,1,5,2,0.1667,0.125,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1926,0.2853
Abdelrahman_Mohamed,job_0038,3,2,1,1,2,0.5,0.25,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2531,0.3263
Abdelrahman_Mohamed,job_0039,3,8,0,8,3,0.0,0.0,2,4,-2,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.073,0.203
Abdelrahman_Mohamed,job_0040,3,6,1,5,2,0.1667,0.125,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,2,1,0.5,0.1837,0.2748
Abdelrahman_Mohamed,job_0041,3,3,1,2,2,0.3333,0.2,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1837,0.4578
Abdelrahman_Mohamed,job_0042,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1103,0.1494
Abdelrahman_Mohamed,job_0043,3,3,3,0,0,1.0,1.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.4484,0.7078
Abdelrahman_Mohamed,job_0044,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,1,1,1.0,3,0,0,1.0,0.1632,0.4087
Abdelrahman_Mohamed,job_0045,3,6,1,5,2,0.1667,0.125,2,0,2,1,10,5,5,1,2.0,2,0,0,1.0,3,2,2,1.0,0.2526,0.2819
Abdelrahman_Mohamed,job_0046,3,3,1,2,2,0.3333,0.2,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.401
Abdelrahman_Mohamed,job_0047,3,4,0,4,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1926,0.3906
Abdelrahman_Mohamed,job_0048,3,5,0,5,3,0.0,0.0,2,3,-1,0,10,12,-2,0,0.8333,2,0,0,1.0,3,1,0,0.0,0.1174,0.2861
Abdelrahman_Mohamed,job_0049,3,4,3,1,0,0.75,0.75,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.3189,0.5773
Abdelrahman_Mohamed,job_0050,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1032,0.114
Abdelrahman_Mohamed,job_0051,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.0973,0.2904
Abdelrahman_Mohamed,job_0052,3,3,0,3,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1136,0.4068
Abdelrahman_Mohamed,job_0053,3,7,3,4,0,0.4286,0.4286,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,3,2,0.6667,0.3117,0.5872
Abdelrahman_Mohamed,job_0054,3,5,1,4,2,0.2,0.1429,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.203,0.3273
Abdelrahman_Mohamed,job_0055,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.073,0.3016
Abdelrahman_Mohamed,job_0056,3,0,0,0,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2485,0.3845
Abdelrahman_Mohamed,job_0057,3,4,0,4,3,0.0,0.0,2,4,-2,0,10,0,10,1,1.0,2,2,1,0.5,3,0,0,1.0,0.1174,0.2907
Abdelrahman_Mohamed,job_0058,3,2,1,1,2,0.5,0.25,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1753,0.4107
Abdelrahman_Mohamed,job_0059,3,9,0,9,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.104,0.2459
Abdelrahman_Mohamed,job_0060,3,5,1,4,2,0.2,0.1429,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.267,0.3389
Abdelrahman_Mohamed,job_0061,3,1,0,1,3,0.0,0.0,2,0,2,1,10,3,7,1,3.3333,2,0,0,1.0,3,0,0,1.0,0.1191,0.2185
Abdelrahman_Mohamed,job_0062,3,2,0,2,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.0688,0.1545
Abdelrahman_Mohamed,job_0063,3,2,0,2,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.078,0.1134
Abdelrahman_Mohamed,job_0064,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1305,0.1911
Abdelrahman_Mohamed,job_0065,3,4,0,4,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.203,0.2866
Abdelrahman_Mohamed,job_0066,3,5,0,5,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1318,0.2868
Abdelrahman_Mohamed,job_0067,3,2,1,1,2,0.5,0.25,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2721,0.2938
Abdelrahman_Mohamed,job_0068,3,2,1,1,2,0.5,0.25,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2485,0.3316
Abdelrahman_Mohamed,job_0069,3,4,0,4,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.138,0.2117
Abdelrahman_Mohamed,job_0070,3,4,1,3,2,0.25,0.1667,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.203,0.3939
Abdelrahman_Mohamed,job_0071,3,3,1,2,2,0.3333,0.2,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.4004
Abdelrahman_Mohamed,job_0072,3,6,3,3,0,0.5,0.5,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.3239,0.6276
Abdelrahman_Mohamed,job_0073,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1753,0.1889
Abdelrahman_Mohamed,job_0074,3,3,0,3,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.138,0.2965
Abdelrahman_Mohamed,job_0075,3,6,1,5,2,0.1667,0.125,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1217,0.3468
Abdelrahman_Mohamed,job_0076,3,8,0,8,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,2,1,0.5,3,2,1,0.5,0.1271,0.3338
Abdelrahman_Mohamed,job_0077,3,8,0,8,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.0943,0.2568
Abdelrahman_Mohamed,job_0078,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1458,0.1981
Abdelrahman_Mohamed,job_0079,3,8,0,8,3,0.0,0.0,2,4,-2,0,10,0,10,1,1.0,2,0,0,1.0,3,2,1,0.5,0.1478,0.2021
Abdelrahman_Mohamed,job_0080,3,5,0,5,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.0754,0.1648
Abdelrahman_Mohamed,job_0081,3,2,0,2,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,2,1,0.5,0.1533,0.2866
Abdelrahman_Mohamed,job_0082,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1305,0.0839
Abdelrahman_Mohamed,job_0083,3,4,1,3,2,0.25,0.1667,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1837,0.4045
Abdelrahman_Mohamed,job_0084,3,3,1,2,2,0.3333,0.2,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2526,0.4684
Abdelrahman_Mohamed,job_0085,3,11,0,11,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.0637,0.1794
Abdelrahman_Mohamed,job_0086,3,3,0,3,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1759,0.3933
Abdelrahman_Mohamed,job_0087,3,3,1,2,2,0.3333,0.2,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.145,0.449
Abdelrahman_Mohamed,job_0088,3,9,0,9,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,3,0,0.0,0.0965,0.3034
Abdelrahman_Mohamed,job_0089,3,5,0,5,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.0923,0.2616
Abdelrahman_Mohamed,job_0090,3,3,2,1,1,0.6667,0.5,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.3902,0.5388
Abdelrahman_Mohamed,job_0091,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1305,0.3172
Abdelrahman_Mohamed,job_0092,3,4,1,3,2,0.25,0.1667,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.138,0.2062
Abdelrahman_Mohamed,job_0093,3,4,1,3,2,0.25,0.1667,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1837,0.4412
Abdelrahman_Mohamed,job_0094,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1191,0.1388
Abdelrahman_Mohamed,job_0095,3,4,1,3,2,0.25,0.1667,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1753,0.2792
Abdelrahman_Mohamed,job_0096,3,4,1,3,2,0.25,0.1667,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.2434
Abdelrahman_Mohamed,job_0097,3,4,1,3,2,0.25,0.1667,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2153,0.3069
Abdelrahman_Mohamed,job_0098,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1458,0.3237
Abdelrahman_Mohamed,job_0099,3,1,1,0,2,1.0,0.3333,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.3317,0.4945
Abdelrahman_Mohamed,job_0100,3,4,1,3,2,0.25,0.1667,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.3449
Abdelrahman_Mohamed,job_0101,3,6,1,5,2,0.1667,0.125,2,3,-1,0,10,0,10,1,1.0,2,1,0,0.0,3,0,0,1.0,0.1628,0.4253
Abdelrahman_Mohamed,job_0102,3,5,0,5,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1101,0.2615
Abdelrahman_Mohamed,job_0103,3,2,2,0,1,1.0,0.6667,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.3902,0.6022
Abdelrahman_Mohamed,job_0104,3,3,1,2,2,0.3333,0.2,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2297,0.3901
Abdelrahman_Mohamed,job_0105,3,4,1,3,2,0.25,0.1667,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1753,0.3457
Abdelrahman_Mohamed,job_0106,3,3,0,3,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1032,0.1533
Abdelrahman_Mohamed,job_0107,3,2,1,1,2,0.5,0.25,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2301,0.393
Abdelrahman_Mohamed,job_0108,3,2,0,2,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.0973,0.3535
Abdelrahman_Mohamed,job_0109,3,0,0,0,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2105,0.3214
Abdelrahman_Mohamed,job_0110,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1683,0.2725
Abdelrahman_Mohamed,job_0111,3,0,0,0,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1905,0.3519
Abdelrahman_Mohamed,job_0112,3,5,0,5,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.0688,0.247
Abdelrahman_Mohamed,job_0113,3,5,1,4,2,0.2,0.1429,2,0,2,1,10,22,-12,0,0.4545,2,0,0,1.0,3,0,0,1.0,0.1533,0.2222
Abdelrahman_Mohamed,job_0114,3,2,1,1,2,0.5,0.25,2,2,0,1,10,0,10,1,1.0,2,1,1,1.0,3,0,0,1.0,0.3614,0.5655
Abdelrahman_Mohamed,job_0115,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.0973,0.1425
Abdelrahman_Mohamed,job_0116,3,3,2,1,1,0.6667,0.5,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2721,0.3858
Abdelrahman_Mohamed,job_0117,3,2,2,0,1,1.0,0.6667,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.3382,0.5828
Abdelrahman_Mohamed,job_0118,3,1,0,1,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1905,0.2941
Abdelrahman_Mohamed,job_0119,3,5,1,4,2,0.2,0.1429,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1837,0.4262
Abdelrahman_Mohamed,job_0120,3,4,3,1,0,0.75,0.75,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.3924,0.6272
Abdelrahman_Mohamed,job_0121,3,3,1,2,2,0.3333,0.2,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.1799
Abdelrahman_Mohamed,job_0122,3,5,0,5,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1318,0.2953
Abdelrahman_Mohamed,job_0123,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1458,0.2264
Abdelrahman_Mohamed,job_0124,3,0,0,0,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2105,0.3214
Abdelrahman_Mohamed,job_0125,3,3,1,2,2,0.3333,0.2,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1632,0.2524
Abdelrahman_Mohamed,job_0126,3,4,3,1,0,0.75,0.75,2,0,2,1,10,105,-95,0,0.0952,2,0,0,1.0,3,2,1,0.5,0.329,0.5604
Abdelrahman_Mohamed,job_0127,3,0,0,0,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2485,0.4391
Abdelrahman_Mohamed,job_0128,3,3,0,3,3,0.0,0.0,2,4,-2,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1318,0.2195
Abdelrahman_Mohamed,job_0129,3,4,0,4,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1318,0.2003
Abdelrahman_Mohamed,job_0130,3,3,0,3,3,0.0,0.0,2,4,-2,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.081,0.2809
Abdelrahman_Mohamed,job_0131,3,4,0,4,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1217,0.2185
Abdelrahman_Mohamed,job_0132,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1191,0.1823
Abdelrahman_Mohamed,job_0133,3,3,1,2,2,0.3333,0.2,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.2203,0.4633
Abdelrahman_Mohamed,job_0134,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1191,0.2503
Abdelrahman_Mohamed,job_0135,3,4,0,4,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1926,0.3906
Abdelrahman_Mohamed,job_0136,3,2,0,2,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,3,0,0.0,0.0708,0.1793
Abdelrahman_Mohamed,job_0137,3,6,0,6,3,0.0,0.0,2,4,-2,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1174,0.235
Abdelrahman_Mohamed,job_0138,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1305,0.2432
Abdelrahman_Mohamed,job_0139,3,2,1,1,2,0.5,0.25,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1926,0.4284
Abdelrahman_Mohamed,job_0140,3,2,0,2,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1305,0.1745
Abdelrahman_Mohamed,job_0141,3,2,1,1,2,0.5,0.25,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.2153,0.4181
Abdelrahman_Mohamed,job_0142,3,0,0,0,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.3052,0.461
Abdelrahman_Mohamed,job_0143,3,8,0,8,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.0923,0.1227
Abdelrahman_Mohamed,job_0144,3,1,1,0,2,1.0,0.3333,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1905,0.3459
Abdelrahman_Mohamed,job_0145,3,2,0,2,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.145,0.2459
Abdelrahman_Mohamed,job_0146,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1191,0.3323
Abdelrahman_Mohamed,job_0147,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1305,0.2265
Abdelrahman_Mohamed,job_0148,3,5,0,5,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1101,0.3471
Abdelrahman_Mohamed,job_0149,3,1,0,1,3,0.0,0.0,2,2,0,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1905,0.3571
Abdelrahman_Mohamed,job_0150,3,4,0,4,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.088,0.2383
Abdelrahman_Mohamed,job_0151,3,1,0,1,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.1305,0.3172
Abdelrahman_Mohamed,job_0152,3,5,1,4,2,0.2,0.1429,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,1,1.0,0.1837,0.4262
Abdelrahman_Mohamed,job_0153,3,0,0,0,3,0.0,0.0,2,3,-1,0,10,0,10,1,1.0,2,0,0,1.0,3,0,0,1.0,0.145,0.2635
Abdelrahman_Mohamed,job_0154,3,2,0,2,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1032,0.2427
Abdelrahman_Mohamed,job_0155,3,0,0,0,3,0.0,0.0,2,0,2,1,10,0,10,1,1.0,2,0,0,1.0,3,1,0,0.0,0.1305,0.2532
Abdelrahman_Mohamed,job_0156,3,1,0,1,3,0.0,0.0,2,0,2,1,10,3,7,1,3.3333,2,0,0,1.0,3,0,0,1.0,0.1191,0.2185
